id,url,domain
1701,https://adturtle.biz,biz
2551,https://trafficfactory.biz,biz
2775,https://flvto.biz,biz
2813,https://livedoor.biz,biz
3544,https://filmesonlinex.biz,biz
3657,https://adpenguin.biz,biz
3945,https://cyberciti.biz,biz
4730,https://all.biz,biz
4764,https://1kdailyprofit.biz,biz
5366,https://share-online.biz,biz
6340,https://tisub.biz,biz
7299,https://mp3pn.biz,biz
8115,https://beetle-clicks.biz,biz
8431,https://animalog.biz,biz
8854,https://musicaq.biz,biz
9078,https://1be.biz,biz
9215,https://1dl.biz,biz
9490,https://alarabonline.biz,biz
10109,https://netgeek.biz,biz
10204,https://securesurf.biz,biz
12083,https://filmeonline.biz,biz
12472,https://bitpalas.biz,biz
12477,https://playbar.biz,biz
14567,https://share-links.biz,biz
14640,https://playhub.biz,biz
14747,https://internetplus.biz,biz
15617,https://amadershomoy.biz,biz
16615,https://pornk.biz,biz
16753,https://full-serie.biz,biz
16848,https://tradownload.biz,biz
17245,https://hd720.biz,biz
17626,https://trade-al-arab.biz,biz
18002,https://antenam.biz,biz
19025,https://zismo.biz,biz
19388,https://gurum.biz,biz
19581,https://pornorip.biz,biz
20045,https://panasonic.biz,biz
20491,https://filmeonline2013.biz,biz
20760,https://shinchan.biz,biz
21120,https://gamesindustry.biz,biz
21509,https://0726.biz,biz
22409,https://densuke.biz,biz
22475,https://jetfilmizle.biz,biz
22975,https://kickasstop.biz,biz
24474,https://datatrans.biz,biz
24667,https://keizai.biz,biz
25016,https://nextorrent.biz,biz
25231,https://avadl.biz,biz
25487,https://jobsearchplus.biz,biz
26220,https://otorrent4.biz,biz
26286,https://howwe.biz,biz
26499,https://cryptoclub.biz,biz
26623,https://apina.biz,biz
26902,https://amovies.biz,biz
26957,https://uptorrentfilespacedownhostabc.biz,biz
27587,https://mytorrents.biz,biz
27811,https://funny-games.biz,biz
27972,https://jumpmatome2ch.biz,biz
28346,https://sony.biz,biz
29070,https://bankislam.biz,biz
29364,https://empressleak.biz,biz
29800,https://guardarefilm.biz,biz
29933,https://theccode.biz,biz
30949,https://ultragaming.biz,biz
31186,https://filmeonline2016.biz,biz
31859,https://stream-mydirtyhobby.biz,biz
32018,https://mangatraders.biz,biz
32723,https://hdrezka.biz,biz
32758,https://kagua.biz,biz
32955,https://proposify.biz,biz
34088,https://bitisland.biz,biz
34658,https://worldventures.biz,biz
34742,https://tubeline.biz,biz
35250,https://imperator-casino.biz,biz
35827,https://9laik.biz,biz
35828,https://toptvseries.biz,biz
37126,https://hdkino.biz,biz
37609,https://awesomequiz.biz,biz
38083,https://vsofte.biz,biz
39258,https://twitter.biz,biz
39285,https://yifymovies.biz,biz
39463,https://vqpv.biz,biz
39962,https://gnula.biz,biz
40120,https://vidbull.biz,biz
40151,https://cestpasbien.biz,biz
40409,https://tech-connect.biz,biz
40517,https://openssource.biz,biz
40630,https://full-remix.biz,biz
40708,https://viralapps.biz,biz
40777,https://lu2017le.biz,biz
42065,https://4music-baran.biz,biz
42802,https://wyborcza.biz,biz
43554,https://burstcoin.biz,biz
43690,https://businessprocess.biz,biz
43861,https://insidethegames.biz,biz
44199,https://just4fun.biz,biz
44251,https://downloadming.biz,biz
44493,https://sende.biz,biz
45634,https://therightstuff.biz,biz
46252,https://wister.biz,biz
46414,https://iniciarsesioncorreo.biz,biz
47294,https://tousatu.biz,biz
47344,https://hdvideostream.biz,biz
47815,https://btsou.biz,biz
48318,https://esurf.biz,biz
48327,https://toopix.biz,biz
49169,https://etxt.biz,biz
49793,https://trafficfoundry.biz,biz
